id,SA2_name_usual_residence_address,SA2_name_workplace_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1
W0,North Cape,North Cape,WORK_AT_HOME,144,WORK,North Cape,-34.50545276,172.77554997,North Cape,-34.50545276,172.77554997,0.0,Far North,Far North,Northland,Northland
W4,Rangaunu Harbour,Rangaunu Harbour,WORK_AT_HOME,210,WORK,Rangaunu Harbour,-34.91627744,173.13744282,Rangaunu Harbour,-34.91627744,173.13744282,0.0,Far North,Far North,Northland,Northland
W21,Kaitaia West,Kaitaia West,WORK_AT_HOME,114,WORK,Kaitaia West,-35.12178170000001,173.26717397,Kaitaia West,-35.12178170000001,173.26717397,0.0,Far North,Far North,Northland,Northland
W35,Kaitaia East,Kaitaia East,WORK_AT_HOME,120,WORK,Kaitaia East,-35.10383477,173.26414302,Kaitaia East,-35.10383477,173.26414302,0.0,Far North,Far North,Northland,Northland
W49,Tangonge,Tangonge,WORK_AT_HOME,123,WORK,Tangonge,-35.12314727,173.21860407,Tangonge,-35.12314727,173.21860407,0.0,Far North,Far North,Northland,Northland
W62,Taumarumaru,Taumarumaru,WORK_AT_HOME,159,WORK,Taumarumaru,-34.99672682,173.50774402,Taumarumaru,-34.99672682,173.50774402,0.0,Far North,Far North,Northland,Northland
W88,Kaikohe,Kaikohe,WORK_AT_HOME,102,WORK,Kaikohe,-35.40792422,173.79767516,Kaikohe,-35.40792422,173.79767516,0.0,Far North,Far North,Northland,Northland
W119,Kerikeri Central,Kerikeri Central,WORK_AT_HOME,135,WORK,Kerikeri Central,-35.22507309,173.95096304,Kerikeri Central,-35.22507309,173.95096304,0.0,Far North,Far North,Northland,Northland
W137,Rangitihi,Rangitihi,WORK_AT_HOME,81,WORK,Rangitihi,-35.12785001,173.31122240000005,Rangitihi,-35.12785001,173.31122240000005,0.0,Far North,Far North,Northland,Northland
W142,Oruru-Parapara,Oruru-Parapara,WORK_AT_HOME,75,WORK,Oruru-Parapara,-35.03331749,173.46127559,Oruru-Parapara,-35.03331749,173.46127559,0.0,Far North,Far North,Northland,Northland
