id,SA2_name_usual_residence_address,SA2_name_educational_address,COMMUTE_TYPE,COUNT,TYPE,departure_SA22018_V1_NAME,departure_LATITUDE,departure_LONGITUDE,destination_SA22018_V1_NAME,destination_LATITUDE,destination_LONGITUDE,HAVERSINE_DISTANCE,DEPARTURE_NAME_2,DESTINATION_NAME_2,DEPARTURE_NAME_1,DESTINATION_NAME_1,cluster_count
E8,Kaitaia West,Kaitaia East,WALK_OR_JOG,24,EDUCATION,Kaitaia West,-35.12178170000001,173.26717397,Kaitaia East,-35.10383477,173.26414302,2.0145612602342093,Far North,Far North,Northland,Northland,4
E77,Kensington (Whangarei District),Whangarei Central,WALK_OR_JOG,111,EDUCATION,Kensington (Whangarei District),-35.71310137,174.30833235,Whangarei Central,-35.72846995,174.32430322,2.235870213746053,Whangarei,Whangarei,Northland,Northland,54
E100,Kaipara Coastal,Whangarei Central,WALK_OR_JOG,9,EDUCATION,Kaipara Coastal,-35.72900181,173.65124289,Whangarei Central,-35.72846995,174.32430322,60.75505575069115,Kaipara,Whangarei,Northland,Northland,2
E103,Ruawai-Matakohe,Whangarei Central,WALK_OR_JOG,6,EDUCATION,Ruawai-Matakohe,-36.08477059,174.14649781,Whangarei Central,-35.72846995,174.32430322,42.73287395865936,Kaipara,Whangarei,Northland,Northland,2
E119,Kerikeri Central,Kerikeri Central,WALK_OR_JOG,114,EDUCATION,Kerikeri Central,-35.22507309,173.95096304,Kerikeri Central,-35.22507309,173.95096304,0.0,Far North,Far North,Northland,Northland,3
E148,Kaikohe,Kaikohe,WALK_OR_JOG,204,EDUCATION,Kaikohe,-35.40792422,173.79767516,Kaikohe,-35.40792422,173.79767516,0.0,Far North,Far North,Northland,Northland,2
E220,Paihia,Paihia,WALK_OR_JOG,15,EDUCATION,Paihia,-35.28609895,174.09311792,Paihia,-35.28609895,174.09311792,0.0,Far North,Far North,Northland,Northland,2
E1752,Greenlane North,Mount St John,WALK_OR_JOG,30,EDUCATION,Greenlane North,-36.89157675,174.7929571,Mount St John,-36.88236812,174.78035947,1.5178072431459673,Waitakere,Waitakere,Auckland,Auckland,1351
E658,Moerewa,Moerewa,WALK_OR_JOG,36,EDUCATION,Moerewa,-35.38372176,174.02517066,Moerewa,-35.38372176,174.02517066,0.0,Far North,Far North,Northland,Northland,2
E9076,Claudelands,Hamilton East Village,WALK_OR_JOG,75,EDUCATION,Claudelands,-37.77969313,175.28791146,Hamilton East Village,-37.79028168,175.29324653,1.2673067142422558,Hamilton,Hamilton,Waikato,Waikato,199
E11630,Matapihi,Matapihi,WALK_OR_JOG,9,EDUCATION,Matapihi,-37.69819147,176.19717384,Matapihi,-37.69819147,176.19717384,0.0,Western Bay of Plenty,Western Bay of Plenty,Bay of Plenty,Bay of Plenty,81
E10875,Highlands Park (New Plymouth District),Strandon,WALK_OR_JOG,9,EDUCATION,Highlands Park (New Plymouth District),-39.08069461,174.10443117,Strandon,-39.05369313,174.09475657,3.1164379608443404,New Plymouth,New Plymouth,Taranaki,Taranaki,61
E1585,Mountview,Hilltop (Taupo District),WALK_OR_JOG,45,EDUCATION,Mountview,-38.68673952,176.09245067,Hilltop (Taupo District),-38.69976213,176.09915047,1.5604302378724684,Taupo,Taupo,Waikato,Waikato,22
E1599,Ruakaka,Ruakaka,WALK_OR_JOG,57,EDUCATION,Ruakaka,-35.87869623,174.45727498,Ruakaka,-35.87869623,174.45727498,0.0,Whangarei,Whangarei,Northland,Northland,2
E1642,Warkworth East,Warkworth West,WALK_OR_JOG,129,EDUCATION,Warkworth East,-36.40528692,174.66791942,Warkworth West,-36.38893228,174.65160073,2.332471957151504,Rodney,Rodney,Auckland,Auckland,4
E2046,Parakai,Parakai,WALK_OR_JOG,42,EDUCATION,Parakai,-36.65763462,174.43599289,Parakai,-36.65763462,174.43599289,0.0,Rodney,Rodney,Auckland,Auckland,3
E11717,Kuirau,Kuirau,WALK_OR_JOG,42,EDUCATION,Kuirau,-38.13474084,176.24242829,Kuirau,-38.13474084,176.24242829,0.0,Rotorua,Rotorua,Waikato,Waikato,70
E16459,Newlands South,Paparangi,WALK_OR_JOG,111,EDUCATION,Newlands South,-41.23454859,174.82124819,Paparangi,-41.21674369,174.81983715,1.983328398612457,Wellington,Wellington,Wellington,Wellington,490
E20844,Fraser Park,Highfield North,WALK_OR_JOG,6,EDUCATION,Fraser Park,-44.39596592,171.23045071,Highfield North,-44.38615156,171.22318733,1.234517424014973,Timaru,Timaru,Canterbury,Canterbury,41
E21181,Oamaru North Orana Park,Oamaru North Milner Park,WALK_OR_JOG,60,EDUCATION,Oamaru North Orana Park,-45.08058565,170.97765366,Oamaru North Milner Park,-45.06404471,171.0000369,2.5440929296840173,Waitaki,Waitaki,Otago,Otago,16
E6970,Arthur Street,Campus South,WALK_OR_JOG,204,EDUCATION,Arthur Street,-45.875749400000004,170.49272725,Campus South,-45.86793792,170.51211679,1.7343432677624204,Dunedin,Dunedin,Otago,Otago,152
E7017,Surfdale,Surfdale,WALK_OR_JOG,81,EDUCATION,Surfdale,-36.79613493,175.02985004,Surfdale,-36.79613493,175.02985004,0.0,Auckland,Auckland,Auckland,Auckland,4
E7825,Waiuku East,Tamakae,WALK_OR_JOG,45,EDUCATION,Waiuku East,-37.25796999,174.73496824,Tamakae,-37.2446936,174.72332941,1.800159833624152,Franklin,Franklin,Auckland,Auckland,11
E8881,Thames South,Thames South,WALK_OR_JOG,105,EDUCATION,Thames South,-37.1491222,175.55903757,Thames South,-37.1491222,175.55903757,0.0,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,9
E8853,Coromandel,Coromandel,WALK_OR_JOG,30,EDUCATION,Coromandel,-36.75575844,175.49571548,Coromandel,-36.75575844,175.49571548,0.0,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,2
E8863,Mercury Bay North,Mercury Bay North,WALK_OR_JOG,6,EDUCATION,Mercury Bay North,-36.84372857,175.61178473,Mercury Bay North,-36.84372857,175.61178473,0.0,Thames-Coromandel,Thames-Coromandel,Waikato,Waikato,2
E8925,Waihi North,Waihi North,WALK_OR_JOG,81,EDUCATION,Waihi North,-37.38622736,175.83349229,Waihi North,-37.38622736,175.83349229,0.0,Hauraki,Hauraki,Waikato,Waikato,5
E9003,Te Kauwhata,Te Kauwhata,WALK_OR_JOG,129,EDUCATION,Te Kauwhata,-37.4025191,175.14802087,Te Kauwhata,-37.4025191,175.14802087,0.0,Waikato,Waikato,Waikato,Waikato,2
E9443,Huntly East,Huntly West,WALK_OR_JOG,39,EDUCATION,Huntly East,-37.55408564,175.16553246,Huntly West,-37.53603123,175.13873674,3.100203277128134,Waikato,Waikato,Waikato,Waikato,4
E9110,Waipa Valley,Hamilton East Village,WALK_OR_JOG,6,EDUCATION,Waipa Valley,-38.45839327,175.27657366,Hamilton East Village,-37.79028168,175.29324653,74.30493317984525,Waitomo,Hamilton,Waikato,Waikato,3
E9836,Morrinsville West,Morrinsville East,WALK_OR_JOG,108,EDUCATION,Morrinsville West,-37.65791668,175.51913057,Morrinsville East,-37.64774647,175.53612606,1.8755102679728124,Matamata-Piako,Matamata-Piako,Waikato,Waikato,2
E10179,Te Aroha East,Te Aroha West,WALK_OR_JOG,6,EDUCATION,Te Aroha East,-37.53376025,175.70924175,Te Aroha West,-37.55101925,175.70065739,2.0629652053807974,Matamata-Piako,Matamata-Piako,Waikato,Waikato,3
E10210,Waharoa-Peria,Matamata South,WALK_OR_JOG,6,EDUCATION,Waharoa-Peria,-37.78764074,175.7349705,Matamata South,-37.81753128,175.77119821,4.601920726934536,Matamata-Piako,Matamata-Piako,Waikato,Waikato,4
E10530,Te Awamutu Central,Goodfellow Park,WALK_OR_JOG,12,EDUCATION,Te Awamutu Central,-38.0102104,175.32638804,Goodfellow Park,-38.00680748,175.31677998,0.9229209578695908,Waipa,Waipa,Waikato,Waikato,16
E10685,Te Kuiti West,Te Kuiti West,WALK_OR_JOG,90,EDUCATION,Te Kuiti West,-38.33639894,175.16019027,Te Kuiti West,-38.33639894,175.16019027,0.0,Waitomo,Waitomo,Waikato,Waikato,4
E10740,Putararu Rural,Putararu Rural,WALK_OR_JOG,6,EDUCATION,Putararu Rural,-38.09657792,175.73244372,Putararu Rural,-38.09657792,175.73244372,0.0,South Waikato,South Waikato,Waikato,Waikato,2
E10792,Stanley Park,Tokoroa Central,WALK_OR_JOG,6,EDUCATION,Stanley Park,-38.22081091,175.86351739,Tokoroa Central,-38.2230221,175.8734232,0.8995943088467308,South Waikato,South Waikato,Waikato,Waikato,18
E13537,Stratford South,Stratford Central,WALK_OR_JOG,30,EDUCATION,Stratford South,-39.34903873,174.28515816,Stratford Central,-39.337596399999995,174.28910646,1.3168528577101628,Stratford,Stratford,Taranaki,Taranaki,8
E10889,Cape Egmont,Strandon,WALK_OR_JOG,6,EDUCATION,Cape Egmont,-39.31360193,173.87159509999995,Strandon,-39.05369313,174.09475657,34.715940049187175,South Taranaki,New Plymouth,Taranaki,Taranaki,2
E13492,Egmont Showgrounds,Egmont Showgrounds,WALK_OR_JOG,12,EDUCATION,Egmont Showgrounds,-39.57617162,174.26308228,Egmont Showgrounds,-39.57617162,174.26308228,0.0,South Taranaki,South Taranaki,Taranaki,Taranaki,17
E10894,Manutahi-Waitotora,Strandon,WALK_OR_JOG,6,EDUCATION,Manutahi-Waitotora,-39.78384701,174.57529167,Strandon,-39.05369313,174.09475657,91.079927396796,South Taranaki,New Plymouth,Taranaki,Taranaki,3
E11733,Te Teko Lakes,Kuirau,WALK_OR_JOG,6,EDUCATION,Te Teko Lakes,-38.05714893,176.80257253,Kuirau,-38.13474084,176.24242829,49.77056805043964,Whakatane,Rotorua,Bay of Plenty,Waikato,7
E11992,Allandale,Trident,WALK_OR_JOG,24,EDUCATION,Allandale,-37.96801926,176.98635382,Trident,-37.96899468,176.97770942,0.7654945243660405,Whakatane,Whakatane,Bay of Plenty,Bay of Plenty,18
E12136,Waipaoa,Waipaoa,WALK_OR_JOG,15,EDUCATION,Waipaoa,-38.34127548,177.70733968,Waipaoa,-38.34127548,177.70733968,0.0,Gisborne,Gisborne,Gisborne,Gisborne,2
E12140,Puketitiri-Tutira,McLean Park,WALK_OR_JOG,9,EDUCATION,Puketitiri-Tutira,-39.19745874,176.64300698,McLean Park,-39.5083024,176.9160949,41.785447505828685,Hastings,Hastings,Hawke's Bay,Hawke's Bay,3
E12575,Tareha Reserve,Tareha Reserve,WALK_OR_JOG,156,EDUCATION,Tareha Reserve,-39.54400792,176.85143036,Tareha Reserve,-39.54400792,176.85143036,0.0,Hastings,Hastings,Hawke's Bay,Hawke's Bay,127
E12181,Owhanga,McLean Park,WALK_OR_JOG,6,EDUCATION,Owhanga,-40.51321329,176.31039241,McLean Park,-39.5083024,176.9160949,123.07281493441424,Tararua,Hastings,Manawatu-Wanganui,Hawke's Bay,2
E12196,Te Hapara East,Riverdale,WALK_OR_JOG,9,EDUCATION,Te Hapara East,-38.6560244,178.01721277,Riverdale,-38.64381481,177.99767123,2.1732479667532063,Gisborne,Gisborne,Gisborne,Gisborne,49
E12416,Otaki,Otaki,WALK_OR_JOG,117,EDUCATION,Otaki,-40.75304139,175.13966802,Otaki,-40.75304139,175.13966802,0.0,Kapiti Coast,Kapiti Coast,Wellington,Wellington,55
E12444,Mahia,Mahia,WALK_OR_JOG,6,EDUCATION,Mahia,-38.98042026,177.71581946,Mahia,-38.98042026,177.71581946,0.0,Wairoa,Wairoa,Hawke's Bay,Hawke's Bay,2
E12447,Maraekakaho,Bluff Hill,WALK_OR_JOG,9,EDUCATION,Maraekakaho,-39.62634976,176.29699518,Bluff Hill,-39.48081517,176.91538913,55.43233881782803,Hastings,Napier,Hawke's Bay,Hawke's Bay,2
E12484,Mangarara,Bluff Hill,WALK_OR_JOG,6,EDUCATION,Mangarara,-39.99003717,176.76264858,Bluff Hill,-39.48081517,176.91538913,58.109662575558794,Central Hawke's Bay,Napier,Hawke's Bay,Hawke's Bay,2
E12940,Waipukurau East,Waipukurau East,WALK_OR_JOG,57,EDUCATION,Waipukurau East,-40.00231546,176.56027065,Waipukurau East,-40.00231546,176.56027065,0.0,Central Hawke's Bay,Central Hawke's Bay,Hawke's Bay,Hawke's Bay,5
E13708,Cornmarket,Whanganui Central,WALK_OR_JOG,21,EDUCATION,Cornmarket,-39.92629435,175.05079129,Whanganui Central,-39.93513676,175.04701799,1.0345326795220018,Wanganui,Wanganui,Manawatu-Wanganui,Manawatu-Wanganui,45
E13726,Taumarunui Central,Taumarunui Central,WALK_OR_JOG,21,EDUCATION,Taumarunui Central,-38.88792031,175.26436605,Taumarunui Central,-38.88792031,175.26436605,0.0,Ruapehu,Ruapehu,Manawatu-Wanganui,Manawatu-Wanganui,4
E13741,Mokai Patea,Kimbolton North,WALK_OR_JOG,18,EDUCATION,Mokai Patea,-39.59566818,175.89442958,Kimbolton North,-40.2074565,175.58214784,73.05728120299966,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,3
E13743,Otairi,Kimbolton North,WALK_OR_JOG,9,EDUCATION,Otairi,-39.8895865,175.52547495,Kimbolton North,-40.2074565,175.58214784,35.6731996495062,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,2
E13744,Taihape,Kimbolton North,WALK_OR_JOG,12,EDUCATION,Taihape,-39.67806733,175.79677339,Kimbolton North,-40.2074565,175.58214784,61.64343589147225,Rangitikei,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,2
E13750,Kiwitea,Kimbolton North,WALK_OR_JOG,6,EDUCATION,Kiwitea,-40.00817686,175.69603871,Kimbolton North,-40.2074565,175.58214784,24.183318305663274,Manawatu,Manawatu,Manawatu-Wanganui,Manawatu-Wanganui,2
E14311,Milson North,Milson South,WALK_OR_JOG,33,EDUCATION,Milson North,-40.32708272,175.60731249,Milson South,-40.33443818,175.60505225,0.8400305241937512,Palmerston North,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,124
E14109,Dannevirke East,Tremaine,WALK_OR_JOG,6,EDUCATION,Dannevirke East,-40.21019552,176.10213546,Tremaine,-40.33969042,175.59865691,45.07494842818035,Tararua,Palmerston North,Manawatu-Wanganui,Manawatu-Wanganui,5
E14127,Marton South,Marton North,WALK_OR_JOG,27,EDUCATION,Marton South,-40.08428893,175.38541594,Marton North,-40.06299097,175.37098077,2.6677937470736413,Rangitikei,Rangitikei,Manawatu-Wanganui,Manawatu-Wanganui,4
E14442,Foxton North,Foxton North,WALK_OR_JOG,39,EDUCATION,Foxton North,-40.47062245,175.29513751,Foxton North,-40.47062245,175.29513751,0.0,Horowhenua,Horowhenua,Manawatu-Wanganui,Manawatu-Wanganui,5
E14933,Shannon,Shannon,WALK_OR_JOG,27,EDUCATION,Shannon,-40.54988606,175.41331329,Shannon,-40.54988606,175.41331329,0.0,Horowhenua,Horowhenua,Manawatu-Wanganui,Manawatu-Wanganui,2
E14738,Kuripuni,Solway North,WALK_OR_JOG,18,EDUCATION,Kuripuni,-40.95167579,175.64326344,Solway North,-40.9574562,175.63029837,1.2643437970058085,Masterton,Masterton,Wellington,Wellington,26
